Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
192,5220754250,Butler1,0,113.55,1B Charles McAdoo 2B Jake Cronenworth 3B Kevin McGonigle C Agustin Ramirez OF Corbin Carroll OF Jackson Merrill OF Billy Cook P Dylan Cease P Eury Perez SS Francisco Lindor,,,
192,5220766148,eagles1980,0,113.55,1B Kyle Schwarber 2B Jorge Polanco 3B Nick Yorke C Drew Romo OF Bryce Harper OF Brandon Marsh OF Carson Benge P Dylan Cease P Eury Perez SS Xander Bogaerts,,,
192,5220781573,pigskin23,0,113.55,1B Jared Young 2B Royce Lewis 3B Bryson Stott C Gabriel Moreno OF Carson Benge OF Heriberto Hernandez OF Brett Bateman P Dylan Cease P Eury Perez SS Francisco Lindor,,,
195,5220753175,tfamularo (2/4),0,112.75,1B Kyle Schwarber 2B Brett Baty 3B Jose Ramirez C Freddy Fermin OF Brandon Marsh OF Heriberto Hernandez OF Luis Rengifo P Ryan Weathers P Christian Scott SS Francisco Lindor,,,
196,5220761457,ruckness815 (2/2),0,112.7,1B Sal Stewart 2B Ketel Marte 3B Bryson Stott C Brian Navarreto OF Heriberto Hernandez OF Esteury Ruiz OF Javier Sanoja P Dylan Cease P Christian Scott SS Otto Lopez,,,
196,5220775959,blindman24 (1/2),0,112.7,1B Jared Young 2B Jorge Polanco 3B Bo Bichette C Agustin Ramirez OF Byron Buxton OF Corbin Carroll OF Jakob Marsee P Dylan Cease P Christian Scott SS Geraldo Perdomo,,,
196,5220785906,bjjball44 (5/17),0,112.7,1B Michael Toglia 2B Bryson Stott 3B Jorge Polanco C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Luis Robert Jr. P Dylan Cease P Christian Scott SS Elly De La Cruz,,,
196,5220787419,starmap3333,0,112.7,1B Kyle Schwarber 2B Jorge Polanco 3B Alec Bohm C Alejandro Kirk OF Bryce Harper OF Carson Benge OF Esteury Ruiz P Dylan Cease P Christian Scott SS Jim Jarvis,,,
200,5220770060,kyleorso (16/17),0,112.55,1B Kyle Schwarber 2B Kody Clemens 3B Nick Yorke C Brian Navarreto OF Fernando Tatis Jr. OF Corbin Carroll OF Billy Cook P Dylan Cease P Eury Perez SS Kaelen Culpepper,,,
200,5220785904,bjjball44 (3/17),0,112.55,1B Tim Tawa 2B Matt McLain 3B Bryson Stott C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Ryan Weathers SS Francisco Lindor,,,
202,5220764837,pdt13 (2/17),0,111.7,1B Jared Young 2B Jorge Polanco 3B Eugenio Suarez C Agustin Ramirez OF Byron Buxton OF Corbin Carroll OF Luis Robert Jr. P Dylan Cease P Christian Scott SS Francisco Lindor,,,
202,5220787605,drcrc (1/2),0,111.7,1B Jared Young 2B Jorge Polanco 3B Nick Yorke C Drake Baldwin OF Byron Buxton OF Corbin Carroll OF Jackson Merrill P Dylan Cease P Christian Scott SS Geraldo Perdomo,,,
204,5220764568,massdestruct1 (1/2),0,111.4,1B Kyle Schwarber 2B Luis Arraez 3B Miguel Vargas C Agustin Ramirez OF Kody Clemens OF George Springer OF Edmundo Sosa P Bryce Elder P Jake Irvin SS Elly De La Cruz,,,
205,5220775076,Darkmen715 (15/17),0,110.75,1B Michael Toglia 2B Jorge Polanco 3B Miguel Vargas C Gabriel Moreno OF Byron Buxton OF Corbin Carroll OF Heriberto Hernandez P Eury Perez P Christian Scott SS Francisco Lindor,,,
206,5220770056,kyleorso (12/17),0,110.55,1B Kyle Schwarber 2B Bryson Stott 3B Nick Yorke C Drew Romo OF Byron Buxton OF Esteury Ruiz OF Billy Cook P Dylan Cease P Eury Perez SS Otto Lopez,,,
207,5220753174,tfamularo (1/4),0,109.75,1B Kyle Schwarber 2B Bryson Stott 3B Ryan McMahon C Freddy Fermin OF Bryce Harper OF Heriberto Hernandez OF Luis Rengifo P Ryan Weathers P Christian Scott SS Francisco Lindor,,,
208,5220775777,peteram (1/2),0,109.6,1B Kyle Schwarber 2B Bryson Stott 3B Alec Bohm C Agustin Ramirez OF Wilyer Abreu OF Brandon Marsh OF Sam Antonacci P Casey Mize P Bryce Elder SS Javier Baez,,,
209,5220785634,Gronkowski69 (7/12),0,109.55,1B Tim Tawa 2B Ketel Marte 3B Nolan Arenado C Brian Navarreto OF Corbin Carroll OF Heriberto Hernandez OF Javier Sanoja P Dylan Cease P Eury Perez SS Otto Lopez,,,
210,5220785843,NYGpete,0,109.4,1B Matt Olson 2B Xavier Edwards 3B Bo Bichette C Gabriel Moreno OF Ceddanne Rafaela OF Brandon Marsh OF Luis Robert Jr. P Sean Burke P Christian Scott SS Andres Gimenez,,,
211,5220777326,SGG171 (2/2),0,109.25,1B Kyle Schwarber 2B Bryson Stott 3B Alec Bohm C Agustin Ramirez OF Brandon Marsh OF Javier Sanoja OF Steven Kwan P Sean Burke P Eury Perez SS Francisco Lindor,,,
212,5220785910,bjjball44 (9/17),0,108.9,1B Michael Toglia 2B Bryson Stott 3B Austin Riley C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Drew Anderson SS Elly De La Cruz,,,
213,5220769488,JGLspeaks (1/5),0,108.7,1B Bryce Harper 2B Luis Arraez 3B Bryson Stott C Victor Caratini OF Kody Clemens OF Trevor Larnach OF Justin Crawford P Dylan Cease P Christian Scott SS Edmundo Sosa,,,
214,5220763755,GHROSS (2/6),0,108.55,1B Jared Young 2B Nick Sogard 3B Eugenio Suarez C Agustin Ramirez OF A.J. Ewing OF Heriberto Hernandez OF Steven Kwan P Dylan Cease P Eury Perez SS Geraldo Perdomo,,,
215,5220775990,FantasyCrusader (4/8),0,108.5,1B Kyle Schwarber 2B Xavier Edwards 3B Nolan Arenado C Agustin Ramirez OF Heriberto Hernandez OF Esteury Ruiz OF Max Kepler P Dylan Cease P Andrew Painter SS Otto Lopez,,,
215,5220783096,Scottg21,0,108.5,1B Kyle Schwarber 2B Kody Clemens 3B Brooks Lee C Drew Romo OF Byron Buxton OF Trevor Larnach OF Brett Bateman P Dylan Cease P Nick Lodolo SS Andruw Monasterio,,,
217,5220763757,GHROSS (4/6),0,108.4,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Michael Harris II OF Brett Bateman OF Daz Cameron P Eury Perez P Casey Mize SS Geraldo Perdomo,,,
218,5220767646,Johnny_Great (1/3),0,107.9,1B Sal Stewart 2B Xavier Edwards 3B Ke'Bryan Hayes C Agustin Ramirez OF JJ Bleday OF Esteury Ruiz OF Javier Sanoja P Dylan Cease P Drew Anderson SS Elly De La Cruz,,,
219,5220771251,wlfball (1/2),0,107.85,1B Kyle Schwarber 2B Bryson Stott 3B Brooks Lee C Agustin Ramirez OF Bryce Harper OF Brandon Marsh OF Brett Bateman P Eury Perez P Michael Soroka SS Edmundo Sosa,,,
220,5220766893,Henry113,0,107.7,1B Matt Olson 2B Bryson Stott 3B Jared Triolo C Rafael Flores Jr. OF Michael Harris II OF A.J. Ewing OF Mike Yastrzemski P Dylan Cease P Christian Scott SS Francisco Lindor,,,
220,5220778941,Jeter2333 (3/17),0,107.7,1B Jared Young 2B Jorge Polanco 3B Eugenio Suarez C Gabriel Moreno OF Ronald Acuna Jr. OF Carson Benge OF A.J. Ewing P Dylan Cease P Christian Scott SS Francisco Lindor,,,
220,5220785814,Jeter2333 (13/17),0,107.7,1B Jared Young 2B Jorge Polanco 3B Eugenio Suarez C Gabriel Moreno OF Ronald Acuna Jr. OF Carson Benge OF A.J. Ewing P Dylan Cease P Christian Scott SS Francisco Lindor,,,
220,5220787689,SonOfDad (4/4),0,107.7,1B Tim Tawa 2B Ketel Marte 3B Nolan Arenado C Agustin Ramirez OF Corbin Carroll OF Heriberto Hernandez OF Jakob Marsee P Dylan Cease P Christian Scott SS Geraldo Perdomo,,,
224,5220751791,Wanna_Square_Up1567 (11/17),0,107.55,1B Abimelec Ortiz 2B Jake Cronenworth 3B Manny Machado C Gabriel Moreno OF Corbin Carroll OF Max Kepler OF Tim Tawa P Dylan Cease P Eury Perez SS Geraldo Perdomo,,,
224,5220775128,stlcards20,0,107.55,1B Abimelec Ortiz 2B Bryson Stott 3B Charles McAdoo C Agustin Ramirez OF Corbin Carroll OF Jackson Merrill OF Carson Benge P Dylan Cease P Eury Perez SS Geraldo Perdomo,,,
224,5220775188,goolie1228 (1/2),0,107.55,1B Jared Young 2B Sam Antonacci 3B Jorge Polanco C Agustin Ramirez OF Byron Buxton OF Esteury Ruiz OF Jakob Marsee P Dylan Cease P Eury Perez SS Francisco Lindor,,,
224,5220785721,jterryn,0,107.55,1B Jared Young 2B Jake Cronenworth 3B Bo Bichette C Alejandro Kirk OF Carson Benge OF A.J. Ewing OF Trevor Larnach P Dylan Cease P Eury Perez SS Francisco Lindor,,,
228,5220763756,GHROSS (3/6),0,107.4,1B Matt Olson 2B Ozzie Albies 3B Austin Riley C Drake Baldwin OF Ceddanne Rafaela OF Mike Yastrzemski OF Brett Bateman P Eury Perez P Casey Mize SS George Lombard Jr.,,,
229,5220755795,iceman1s1978,0,107.05,1B Royce Lewis 2B Brandon Lowe 3B Kazuma Okamoto C Alejandro Kirk OF Byron Buxton OF Bryan Reynolds OF Esmerlyn Valdez P Michael Soroka P Bryce Elder SS Kaelen Culpepper,,,
229,5220782242,glm39,0,107.05,1B Abimelec Ortiz 2B Sam Antonacci 3B Brooks Lee C Gabriel Moreno OF Jackson Merrill OF Trevor Larnach OF Luke Keaschall P Dylan Cease P Dean Kremer SS CJ Abrams,,,
231,5220775078,Darkmen715 (17/17),0,106.9,1B Matt Olson 2B Jorge Polanco 3B Ryan McMahon C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Zach McKinstry P Dylan Cease P Drew Anderson SS Geraldo Perdomo,,,
231,5220785916,bjjball44 (15/17),0,106.9,1B Michael Toglia 2B Matt McLain 3B Jorge Polanco C Agustin Ramirez OF Ronald Acuna Jr. OF Corbin Carroll OF Heriberto Hernandez P Dylan Cease P Drew Anderson SS Elly De La Cruz,,,
233,5220751786,Wanna_Square_Up1567 (6/17),0,106.7,1B Jared Young 2B Ketel Marte 3B Javier Sanoja C Gabriel Moreno OF Corbin Carroll OF Carson Benge OF Jorge Barrosa P Dylan Cease P Christian Scott SS Geraldo Perdomo,,,
234,5220764846,pdt13 (11/17),0,106.55,1B Bryce Harper 2B Jake Cronenworth 3B Javier Sanoja C Alejandro Kirk OF Corbin Carroll OF Steven Kwan OF Zach McKinstry P Dylan Cease P Eury Perez SS Geraldo Perdomo,,,
235,5220756888,CDayne,0,106.35,1B Charles McAdoo 2B Jake Cronenworth 3B Jared Triolo C Agustin Ramirez OF Byron Buxton OF Michael Harris II OF Daylen Lile P Dylan Cease P Casey Mize SS Geraldo Perdomo,,,
236,5220782404,gogochuck,0,106.15,1B Kyle Schwarber 2B Bryson Stott 3B Kazuma Okamoto C Rafael Flores Jr. OF Bryce Harper OF Esmerlyn Valdez OF Dominic Smith P Dylan Cease P Jake Irvin SS Edmundo Sosa,,,
237,5220785914,bjjball44 (13/17),0,105.9,1B Jared Young 2B Bryson Stott 3B Manny Machado C Agustin Ramirez OF Fernando Tatis Jr. OF Corbin Carroll OF Tim Tawa P Dylan Cease P Drew Anderson SS Francisco Lindor,,,
238,5220773340,TheBeans666,0,105.75,1B Jared Young 2B Jake Cronenworth 3B Jose Ramirez C Rafael Flores Jr. OF Bryce Harper OF Wilyer Abreu OF Corbin Carroll P Eury Perez P Christian Scott SS Jared Triolo,,,
239,5220751797,Wanna_Square_Up1567 (17/17),0,105.7,1B Matt Olson 2B Ketel Marte 3B Nolan Arenado C Luis Torrens OF Corbin Carroll OF Mike Yastrzemski OF Tim Tawa P Dylan Cease P Christian Scott SS Geraldo Perdomo,,,
239,5220753621,XYZee03 (11/17),0,105.7,1B Sal Stewart 2B Matt McLain 3B Eugenio Suarez C Agustin Ramirez OF JJ Bleday OF Heriberto Hernandez OF TJ Friedl P Dylan Cease P Christian Scott SS Otto Lopez,,,
241,5220752877,GGHOSTMANH (3/17),0,105.55,1B Jared Young 2B Nick Sogard 3B Caleb Durbin C Connor Wong OF Wilyer Abreu OF Ceddanne Rafaela OF Gavin Sheets P Dylan Cease P Eury Perez SS Francisco Lindor,,,
241,5220754152,JERKER19 (3/5),0,105.55,1B Kyle Schwarber 2B Bryson Stott 3B Charles McAdoo C Luis Torrens OF Bryce Harper OF Brandon Marsh OF Daz Cameron P Dylan Cease P Eury Perez SS Jared Triolo,,,
241,5220770055,kyleorso (11/17),0,105.55,1B Jared Young 2B Brett Baty 3B Manny Machado C Brian Navarreto OF Ronald Acuna Jr. OF Heriberto Hernandez OF Billy Cook P Dylan Cease P Eury Perez SS Elly De La Cruz,,,
241,5220787863,Gronkowski69 (11/12),0,105.55,1B Josh Bell 2B Kody Clemens 3B Nolan Arenado C Agustin Ramirez OF Byron Buxton OF Trevor Larnach OF Tim Tawa P Dylan Cease P Eury Perez SS Kaelen Culpepper,,,
245,5220767683,fccparker,0,105.5,1B Sal Stewart 2B Bryson Stott 3B Alec Bohm C Agustin Ramirez OF Fernando Tatis Jr. OF Heriberto Hernandez OF Brett Bateman P Dylan Cease P Andrew Painter SS Kevin McGonigle,,,
246,5220785023,rizen84,0,105.35,1B Matt Olson 2B Ernie Clement 3B Kazuma Okamoto C Gabriel Moreno OF Jarren Duran OF George Springer OF Andrew Benintendi P Dylan Cease P Casey Mize SS Javier Baez,,,
247,5220779625,rick052954,0,105.25,1B Munetaka Murakami 2B Jose Caballero 3B Ryan McMahon C Ben Rice OF Heriberto Hernandez OF Braden Montgomery OF Spencer Jones P Sean Burke P Eury Perez SS George Lombard Jr.,,,
248,5220770488,FantasyCrusader (1/8),0,105.1,1B Matt Olson 2B Ozzie Albies 3B Leo Jimenez C Drake Baldwin OF Ronald Acuna Jr. OF Michael Harris II OF Trevor Larnach P Eury Perez P Dean Kremer SS Kaelen Culpepper,,,
249,5220775065,Darkmen715 (4/17),0,104.9,1B Kyle Schwarber 2B Jorge Polanco 3B Charles McAdoo C Agustin Ramirez OF Bryce Harper OF Ronald Acuna Jr. OF Zach McKinstry P Dylan Cease P Drew Anderson SS Geraldo Perdomo,,,
249,5220775072,Darkmen715 (11/17),0,104.9,1B Sal Stewart 2B Jake Cronenworth 3B Eugenio Suarez C Agustin Ramirez OF JJ Bleday OF Heriberto Hernandez OF Mike Yastrzemski P Dylan Cease P Drew Anderson SS Elly De La Cruz,,,
249,5220785918,bjjball44 (17/17),0,104.9,1B Michael Toglia 2B Matt McLain 3B Manny Machado C Agustin Ramirez OF Fernando Tatis Jr. OF Corbin Carroll OF Heriberto Hernandez P Dylan Cease P Drew Anderson SS Francisco Lindor,,,
252,5220774070,Sillo82,0,104.75,1B Kyle Schwarber 2B Jake Cronenworth 3B Charles McAdoo C Adley Rutschman OF Wilyer Abreu OF Kody Clemens OF Andrew Benintendi P Dylan Cease P Bryce Elder SS Jared Triolo,,,
252,5220781594,turfgurutigers69,0,104.75,1B Munetaka Murakami 2B Sam Antonacci 3B Nolan Arenado C Gabriel Moreno OF Corbin Carroll OF Heriberto Hernandez OF Mike Yastrzemski P Eury Perez P Christian Scott SS Geraldo Perdomo,,,
252,5220788075,d9144 (11/12),0,104.75,1B Josh Bell 2B Kody Clemens 3B Bo Bichette C Luis Torrens OF Byron Buxton OF Carson Benge OF A.J. Ewing P Ryan Weathers P Christian Scott SS Francisco Lindor,,,
255,5220754855,TattMoney (1/2),0,104.7,1B Rhys Hoskins 2B Brett Baty 3B Bo Bichette C Henry Davis OF Bryan Reynolds OF Brandon Marsh OF A.J. Ewing P Dylan Cease P Christian Scott SS Francisco Lindor,,,
255,5220775890,jadaruler,0,104.7,1B Munetaka Murakami 2B Brandon Lowe 3B Kazuma Okamoto C Rafael Flores Jr. OF Jackson Merrill OF George Springer OF Mike Yastrzemski P Dylan Cease P Christian Scott SS Jared Triolo,,,
257,5220776594,peteram (2/2),0,104.6,1B Munetaka Murakami 2B Sam Antonacci 3B Miguel Vargas C Luis Torrens OF A.J. Ewing OF Luis Robert Jr. OF Steven Kwan P Eury Perez P Ryan Weathers SS Colson Montgomery,,,
258,5220784939,sportsfanatic89 (3/4),0,104.2,1B Michael Toglia 2B Matt McLain 3B Javier Sanoja C Agustin Ramirez OF Corbin Carroll OF Carson Benge OF Heriberto Hernandez P Dylan Cease P Sean Burke SS Otto Lopez,,,
259,5220777409,Sasser7,0,103.95,1B Sal Stewart 2B Sam Antonacci 3B Brooks Lee C Keibert Ruiz OF Kody Clemens OF Daylen Lile OF Jackson Merrill P Eury Perez P Drew Anderson SS Francisco Lindor,,,
260,5220775069,Darkmen715 (8/17),0,103.9,1B Michael Toglia 2B Bryson Stott 3B Kevin McGonigle C Agustin Ramirez OF Corbin Carroll OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Drew Anderson SS Otto Lopez,,,
261,5220787437,Gronkowski69 (10/12),0,103.75,1B Kyle Schwarber 2B Jose Caballero 3B Jorge Polanco C Ben Rice OF A.J. Ewing OF Luis Robert Jr. OF Brett Baty P Eury Perez P Christian Scott SS Francisco Lindor,,,
262,5220775063,Darkmen715 (2/17),0,103.7,1B Kazuma Okamoto 2B Jake Cronenworth 3B Bryson Stott C Gabriel Moreno OF Corbin Carroll OF A.J. Ewing OF Max Kepler P Dylan Cease P Christian Scott SS Geraldo Perdomo,,,
262,5220784539,brandonabk (4/4),0,103.7,1B Jared Young 2B Jorge Polanco 3B Eugenio Suarez C Drake Baldwin OF Byron Buxton OF Esteury Ruiz OF Jakob Marsee P Dylan Cease P Christian Scott SS Francisco Lindor,,,
264,5220752890,GGHOSTMANH (16/17),0,103.55,1B Kyle Schwarber 2B Anthony Seigler 3B Bryson Stott C Connor Wong OF Ceddanne Rafaela OF Jarren Duran OF Edmundo Sosa P Dylan Cease P Eury Perez SS Andruw Monasterio,,,
264,5220778939,Jeter2333 (1/17),0,103.55,1B Jared Young 2B Jorge Polanco 3B Charles McAdoo C Gabriel Moreno OF Ronald Acuna Jr. OF Carson Benge OF A.J. Ewing P Dylan Cease P Ryan Weathers SS Francisco Lindor,,,
264,5220785812,Jeter2333 (11/17),0,103.55,1B Jared Young 2B Jorge Polanco 3B Charles McAdoo C Gabriel Moreno OF Ronald Acuna Jr. OF Carson Benge OF A.J. Ewing P Dylan Cease P Ryan Weathers SS Francisco Lindor,,,
267,5220783126,nrd53920 (4/6),0,103.5,1B Munetaka Murakami 2B Sam Antonacci 3B Miguel Vargas C James McCann OF Braden Montgomery OF Luis Robert Jr. OF Tim Tawa P Dylan Cease P Nick Lodolo SS Colson Montgomery,,,
268,5220783226,bshaw1228,0,103.2,1B Rafael Flores Jr. 2B Jake Cronenworth 3B Jorge Polanco C Drew Romo OF Ronald Acuna Jr. OF Fernando Tatis Jr. OF Wilyer Abreu P Dylan Cease P Sean Burke SS Andres Gimenez,,,
269,5220751790,Wanna_Square_Up1567 (10/17),0,103.05,1B Abimelec Ortiz 2B Ketel Marte 3B Javier Sanoja C Gabriel Moreno OF Corbin Carroll OF Dylan Crews OF Tim Tawa P Dylan Cease P Dean Kremer SS Geraldo Perdomo,,,
270,5220780632,wlfball (2/2),0,103,1B Kyle Schwarber 2B Bryson Stott 3B Brooks Lee C Drake Baldwin OF Bryce Harper OF Brandon Marsh OF Brett Bateman P Michael Soroka P Christian Scott SS Edmundo Sosa,,,
271,5220785903,bjjball44 (2/17),0,102.9,1B Michael Toglia 2B Bryson Stott 3B Jose Ramirez C Agustin Ramirez OF Corbin Carroll OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Drew Anderson SS Geraldo Perdomo,,,
272,5220755168,ivymoose (3/5),0,102.55,1B Jared Young 2B Brett Baty 3B Miguel Vargas C James McCann OF Carson Benge OF Braden Montgomery OF Luis Robert Jr. P Dylan Cease P Eury Perez SS Francisco Lindor,,,
272,5220764850,pdt13 (15/17),0,102.55,1B Tim Tawa 2B Ketel Marte 3B Colt Keith C Alejandro Kirk OF Brandon Marsh OF A.J. Ewing OF Heriberto Hernandez P Dylan Cease P Eury Perez SS Geraldo Perdomo,,,
272,5220773447,Thegamejoshyd44 (2/17),0,102.55,1B Jared Young 2B Sam Antonacci 3B Jorge Polanco C Agustin Ramirez OF Byron Buxton OF Luis Robert Jr. OF Jakob Marsee P Dylan Cease P Eury Perez SS Francisco Lindor,,,
272,5220773459,Thegamejoshyd44 (7/17),0,102.55,1B Jared Young 2B Sam Antonacci 3B Jorge Polanco C Agustin Ramirez OF Byron Buxton OF Luis Robert Jr. OF Jakob Marsee P Dylan Cease P Eury Perez SS Francisco Lindor,,,
272,5220780072,Jessecoop9,0,102.55,1B Jared Young 2B Jorge Polanco 3B Jared Triolo C Agustin Ramirez OF Byron Buxton OF Fernando Tatis Jr. OF Mike Yastrzemski P Dylan Cease P Eury Perez SS Francisco Lindor,,,
272,5220781797,Thegamejoshyd44 (13/17),0,102.55,1B Jared Young 2B Sam Antonacci 3B Jorge Polanco C Agustin Ramirez OF Byron Buxton OF Luis Robert Jr. OF Jakob Marsee P Dylan Cease P Eury Perez SS Francisco Lindor,,,
272,5220785811,Jeter2333 (10/17),0,102.55,1B Abimelec Ortiz 2B Brett Baty 3B Jorge Polanco C Gabriel Moreno OF Corbin Carroll OF Carson Benge OF A.J. Ewing P Dylan Cease P Ryan Weathers SS Francisco Lindor,,,
279,5220768816,the_dreamer (2/6),0,102.4,1B Alec Bohm 2B Bryson Stott 3B Bo Bichette C Luis Torrens OF Bryce Harper OF Carson Benge OF A.J. Ewing P Sean Burke P Christian Scott SS Francisco Lindor,,,
279,5220773261,the_dreamer (3/6),0,102.4,1B Alec Bohm 2B Bryson Stott 3B Bo Bichette C Luis Torrens OF Bryce Harper OF Carson Benge OF A.J. Ewing P Sean Burke P Christian Scott SS Francisco Lindor,,,
279,5220781909,the_dreamer (6/6),0,102.4,1B Alec Bohm 2B Bryson Stott 3B Bo Bichette C Luis Torrens OF Bryce Harper OF Carson Benge OF A.J. Ewing P Sean Burke P Christian Scott SS Francisco Lindor,,,
282,5220787959,BigWilburStyle (1/2),0,102.15,1B Kyle Schwarber 2B Ketel Marte 3B Charles McAdoo C Agustin Ramirez OF Byron Buxton OF Heriberto Hernandez OF Tim Tawa P Dylan Cease P Jake Irvin SS Geraldo Perdomo,,,
283,5220775068,Darkmen715 (7/17),0,101.9,1B Michael Toglia 2B Bryson Stott 3B Kevin McGonigle C Agustin Ramirez OF Corbin Carroll OF George Springer OF Heriberto Hernandez P Dylan Cease P Drew Anderson SS Otto Lopez,,,
283,5220775073,Darkmen715 (12/17),0,101.9,1B Sal Stewart 2B Jake Cronenworth 3B Nolan Arenado C Agustin Ramirez OF JJ Bleday OF Heriberto Hernandez OF Tim Tawa P Dylan Cease P Drew Anderson SS Elly De La Cruz,,,
285,5220756746,cha457 (8/17),0,101.55,1B Jared Young 2B Brett Baty 3B Jorge Polanco C Agustin Ramirez OF Byron Buxton OF Ceddanne Rafaela OF Luis Robert Jr. P Dylan Cease P Eury Perez SS Francisco Lindor,,,
286,5220784485,lvollend,0,101.4,1B Kyle Schwarber 2B Bryson Stott 3B Alec Bohm C Victor Caratini OF Bryce Harper OF Brandon Marsh OF Trevor Larnach P Casey Mize P Ryan Weathers SS Kaelen Culpepper,,,
287,5220784501,statis.official (3/12),0,101.25,1B Kyle Schwarber 2B Bryson Stott 3B Alec Bohm C Gabriel Moreno OF Esteury Ruiz OF Luke Keaschall OF Tristan Peters P Sean Burke P Eury Perez SS Francisco Lindor,,,
288,5220752882,GGHOSTMANH (8/17),0,101.2,1B Nick Yorke 2B Jake Cronenworth 3B Eugenio Suarez C Rafael Flores Jr. OF Fernando Tatis Jr. OF Corbin Carroll OF Jake Mangum P Dylan Cease P Sean Burke SS Xander Bogaerts,,,
289,5220751789,Wanna_Square_Up1567 (9/17),0,101.05,1B Abimelec Ortiz 2B Ketel Marte 3B Miguel Vargas C Gabriel Moreno OF Corbin Carroll OF Andrew Benintendi OF Tim Tawa P Dylan Cease P Dean Kremer SS Geraldo Perdomo,,,
290,5220771802,SteelCurtain945,0,100.899994,1B Kyle Schwarber 2B Brandon Lowe 3B Kazuma Okamoto C Henry Davis OF Corbin Carroll OF Bryan Reynolds OF Esmerlyn Valdez P Lake Bachar P Hunter Barco SS Francisco Lindor,,,
291,5220770355,steelersnation70,0,100.75,1B Miguel Vargas 2B Ernie Clement 3B Brady House C Luis Torrens OF Fernando Tatis Jr. OF Wilyer Abreu OF Corbin Carroll P Eury Perez P Christian Scott SS Edmundo Sosa,,,
292,5220749468,Gronkowski69 (2/12),0,100.7,1B Michael Toglia 2B Matt McLain 3B Eugenio Suarez C Agustin Ramirez OF JJ Bleday OF George Springer OF Heriberto Hernandez P Dylan Cease P Christian Scott SS Elly De La Cruz,,,
292,5220752881,GGHOSTMANH (7/17),0,100.7,1B Tim Tawa 2B Ketel Marte 3B Bo Bichette C Luis Torrens OF Carson Benge OF A.J. Ewing OF Max Kepler P Dylan Cease P Christian Scott SS Francisco Lindor,,,
292,5220763795,greenmagic22,0,100.7,1B Charles McAdoo 2B Jake Cronenworth 3B Jared Triolo C Brian Navarreto OF Ronald Acuna Jr. OF Byron Buxton OF Corbin Carroll P Dylan Cease P Christian Scott SS Francisco Lindor,,,
295,5220752885,GGHOSTMANH (11/17),0,100.6,1B Jared Young 2B Jorge Polanco 3B Miguel Vargas C Gabriel Moreno OF Sam Antonacci OF Carson Benge OF Luis Robert Jr. P Eury Perez P Ryan Weathers SS Francisco Lindor,,,
296,5220773449,Thegamejoshyd44 (4/17),0,100.55,1B Jared Young 2B Jake Cronenworth 3B Colson Montgomery C Austin Wells OF Corbin Carroll OF Chase DeLauter OF Jarren Duran P Dylan Cease P Eury Perez SS Francisco Lindor,,,
296,5220773461,Thegamejoshyd44 (9/17),0,100.55,1B Jared Young 2B Jake Cronenworth 3B Colson Montgomery C Austin Wells OF Corbin Carroll OF Chase DeLauter OF Jarren Duran P Dylan Cease P Eury Perez SS Francisco Lindor,,,
296,5220773480,Thegamejoshyd44 (11/17),0,100.55,1B Jared Young 2B Jake Cronenworth 3B Colson Montgomery C Austin Wells OF Corbin Carroll OF Chase DeLauter OF Jarren Duran P Dylan Cease P Eury Perez SS Francisco Lindor,,,
296,5220779803,cshap327,0,100.55,1B Josh Bell 2B Chase Meidroth 3B Bo Bichette C Rafael Flores Jr. OF Bryan Reynolds OF Carson Benge OF Luis Robert Jr. P Dylan Cease P Eury Perez SS Jim Jarvis,,,
296,5220781799,Thegamejoshyd44 (15/17),0,100.55,1B Jared Young 2B Jake Cronenworth 3B Colson Montgomery C Austin Wells OF Corbin Carroll OF Chase DeLauter OF Jarren Duran P Dylan Cease P Eury Perez SS Francisco Lindor,,,
301,5220762245,pmdank2,0,100.2,1B Dominic Smith 2B Bryson Stott 3B Javier Sanoja C Luis Torrens OF Michael Harris II OF Daylen Lile OF Brett Baty P Dylan Cease P Sean Burke SS Francisco Lindor,,,
302,5220775066,Darkmen715 (5/17),0,99.7,1B Michael Toglia 2B Jorge Polanco 3B Charles McAdoo C Agustin Ramirez OF Fernando Tatis Jr. OF Corbin Carroll OF Luis Robert Jr. P Dylan Cease P Christian Scott SS Elly De La Cruz,,,
302,5220785912,bjjball44 (11/17),0,99.7,1B Michael Toglia 2B Matt McLain 3B Bryson Stott C Agustin Ramirez OF Fernando Tatis Jr. OF Corbin Carroll OF Tim Tawa P Dylan Cease P Christian Scott SS Francisco Lindor,,,
